TIPO_CTE,INGRESO_INFERIDO,NIVEL_RIESGO,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
MALO,21266,Alto,1,92,0,34,Renta,Preparatoria
MALO,18510,Alto,2,92,0,34,Familiares,Posgrado
MALO,24875,Alto,2,92,0,34,Familiares,Preparatoria
MALO,23458,Alto,4,92,0,34,Renta,Posgrado
MALO,21768,Alto,2,92,0,34,Renta,Preparatoria
MALO,17053,Alto,2,93,0,34,Familiares,Preparatoria
MALO,24004,Alto,2,93,0,34,Propia,Posgrado
MALO,21229,Alto,1,93,0,34,Propia,Posgrado
MALO,18440,Alto,5,93,0,34,Renta,Posgrado
MALO,25162,Alto,4,93,0,34,Renta,Preparatoria
MALO,23418,Alto,3,93,0,34,Propia,Preparatoria
MALO,21687,Alto,1,93,0,34,Hipoteca,Licenciatura
MALO,17250,Alto,1,93,0,34,Renta,Preparatoria
MALO,23962,Alto,5,93,0,34,Propia,Posgrado
MALO,21150,Alto,3,94,0,34,Familiares,Licenciatura
MALO,18653,Alto,1,94,0,34,Hipoteca,Posgrado
MALO,25119,Alto,3,94,0,34,Renta,Licenciatura
MALO,23330,Alto,1,94,0,34,Renta,Licenciatura
MALO,21937,Alto,3,94,0,34,Renta,Preparatoria
MALO,17220,Alto,5,95,0,34,Hipoteca,Preparatoria
MALO,23872,Alto,2,95,0,34,Hipoteca,Preparatoria
MALO,21394,Alto,3,95,0,34,Propia,Posgrado
MALO,18621,Alto,3,95,0,34,Familiares,Posgrado
MALO,25025,Alto,4,95,0,34,Hipoteca,Licenciatura
MALO,23599,Alto,4,95,0,34,Hipoteca,Licenciatura
MALO,21899,Alto,5,95,0,34,Familiares,Preparatoria
MALO,17155,Alto,3,96,0,34,Propia,Licenciatura
MALO,24148,Alto,2,96,0,34,Propia,Licenciatura
MALO,21357,Alto,4,96,0,34,Propia,Licenciatura
MALO,18551,Alto,3,96,0,34,Familiares,Posgrado
MALO,25314,Alto,2,96,0,34,Hipoteca,Posgrado
MALO,23558,Alto,3,96,0,34,Familiares,Licenciatura
MALO,21817,Alto,2,96,0,34,Propia,Licenciatura
MALO,17353,Alto,4,96,0,34,Propia,Posgrado
MALO,24106,Alto,5,96,0,34,Familiares,Licenciatura
MALO,21277,Alto,2,97,0,34,Propia,Licenciatura
MALO,18765,Alto,1,97,0,34,Familiares,Posgrado
MALO,25270,Alto,2,97,0,34,Propia,Preparatoria
MALO,23470,Alto,3,97,0,34,Familiares,Licenciatura
MALO,22069,Alto,5,98,0,34,Hipoteca,Preparatoria
MALO,17323,Alto,2,98,0,34,Renta,Licenciatura
MALO,24016,Alto,3,98,0,34,Renta,Licenciatura
MALO,21523,Alto,3,98,0,34,Propia,Posgrado
MALO,18733,Alto,2,98,0,34,Propia,Preparatoria
MALO,25175,Alto,2,98,0,34,Hipoteca,Licenciatura
MALO,23741,Alto,3,98,0,34,Familiares,Posgrado
MALO,22031,Alto,2,98,0,34,Renta,Licenciatura
MALO,17259,Alto,3,98,0,34,Familiares,Licenciatura
MALO,24293,Alto,2,98,0,34,Hipoteca,Licenciatura
MALO,21485,Alto,3,98,0,34,Propia,Posgrado
MALO,18663,Alto,2,98,0,34,Familiares,Posgrado
MALO,25466,Alto,3,98,0,34,Propia,Posgrado
MALO,23700,Alto,4,98,0,34,Propia,Posgrado
MALO,21948,Alto,5,99,0,34,Familiares,Preparatoria
MALO,17458,Alto,4,99,0,34,Hipoteca,Secundaria
MALO,24251,Alto,4,99,0,34,Hipoteca,Licenciatura
MALO,21405,Alto,3,99,0,34,Hipoteca,Preparatoria
MALO,18878,Alto,4,99,0,34,Propia,Licenciatura
MALO,25422,Alto,2,99,0,34,Renta,Licenciatura
MALO,23611,Alto,2,99,0,34,Renta,Posgrado
MALO,22202,Alto,1,99,0,34,Propia,Posgrado
MALO,17428,Alto,3,100,0,34,Familiares,Preparatoria
MALO,24160,Alto,2,100,0,34,Propia,Secundaria
MALO,21652,Alto,1,100,0,34,Familiares,Preparatoria
MALO,18846,Alto,2,100,0,34,Hipoteca,Preparatoria
MALO,25326,Alto,3,100,0,34,Renta,Posgrado
MALO,23884,Alto,1,100,0,34,Hipoteca,Licenciatura
MALO,22163,Alto,0,100,0,34,Hipoteca,Posgrado
MALO,17362,Alto,1,100,0,34,Renta,Posgrado
MALO,24439,Alto,0,100,0,34,Renta,Preparatoria
MALO,21615,Alto,0,100,0,34,Renta,Licenciatura
MALO,18775,Alto,4,100,0,34,Hipoteca,Posgrado
MALO,25619,Alto,4,100,0,34,Propia,Licenciatura
MALO,23842,Alto,1,100,0,34,Renta,Preparatoria
MALO,22080,Alto,4,101,0,34,Hipoteca,Posgrado
MALO,17563,Alto,4,101,0,34,Propia,Licenciatura
MALO,24397,Alto,0,101,0,34,Familiares,Posgrado
MALO,21534,Alto,0,101,0,34,Hipoteca,Posgrado
MALO,18992,Alto,0,120,0,34,Hipoteca,Preparatoria
MALO,25574,Alto,1,120,0,34,Hipoteca,Posgrado
MALO,23753,Alto,1,130,0,34,Hipoteca,Posgrado
MALO,22335,Alto,0,132,0,34,Hipoteca,Preparatoria
MALO,17532,Alto,1,136,0,34,Renta,Preparatoria
MALO,24306,Alto,0,142,0,34,Propia,Licenciatura
MALO,21782,Alto,1,167,0,34,Hipoteca,Licenciatura
BUENO,18959,Mínimo,3,177,777,34,Propia,Posgrado
REGULAR,25479,Mínimo,0,194,799,34,Propia,Posgrado
REGULAR,24027,Medio ,0,195,676,34,Renta,Preparatoria
REGULAR,22297,Alto,0,196,499,34,Familiares,Licenciatura
REGULAR,17467,Mínimo,0,203,777,34,Hipoteca,Licenciatura
REGULAR,24586,Medio ,0,209,696,34,Propia,Posgrado
REGULAR,21745,Medio ,0,212,697,34,Familiares,Posgrado
BUENO,18888,Bajo,0,212,711,34,Propia,Preparatoria
BUENO,25773,Bajo,0,212,740,34,Renta,Posgrado
BUENO,25173,Bajo,0,216,740,34,Familiares,Posgrado
BUENO,22158,Bajo,0,220,714,34,Renta,Posgrado
BUENO,19430,Bajo,0,222,740,34,Familiares,Posgrado
BUENO,26388,Mínimo,0,223,772,34,Hipoteca,Posgrado
REGULAR,24442,Mínimo,0,223,800,34,Hipoteca,Posgrado
BUENO,22851,Mínimo,0,225,752,34,Familiares,Licenciatura
BUENO,18090,Mínimo,0,225,766,34,Hipoteca,Preparatoria
BUENO,25010,Bajo,0,226,742,34,Renta,Preparatoria
REGULAR,22285,Bajo,0,230,741,34,Hipoteca,Posgrado
REGULAR,19562,Bajo,0,231,740,34,Hipoteca,Posgrado
BUENO,26217,Bajo,0,232,746,34,Propia,Licenciatura
BUENO,24582,Bajo,0,233,750,34,Hipoteca,Licenciatura
BUENO,23005,Mínimo,0,234,762,34,Familiares,Posgrado
BUENO,17973,Bajo,0,241,739,34,Familiares,Posgrado
REGULAR,25154,Mínimo,0,242,757,34,Hipoteca,Preparatoria
BUENO,22436,Bajo,0,244,713,34,Hipoteca,Posgrado
BUENO,19435,Bajo,0,245,740,34,Familiares,Preparatoria
BUENO,26368,Bajo,0,246,750,34,Hipoteca,Licenciatura
REGULAR,24748,Bajo,0,248,740,34,Familiares,Secundaria
BUENO,22857,Mínimo,0,248,762,34,Hipoteca,Posgrado
BUENO,18076,Bajo,0,249,733,34,Hipoteca,Posgrado
REGULAR,25324,Mínimo,0,255,787,34,Hipoteca,Preparatoria
BUENO,22291,Mínimo,0,258,768,34,Hipoteca,Posgrado
BUENO,19547,Mínimo,0,260,760,34,Hipoteca,Posgrado
REGULAR,26546,Mínimo,0,260,795,34,Hipoteca,Preparatoria
REGULAR,24589,Bajo,0,263,720,34,Hipoteca,Licenciatura
REGULAR,22988,Mínimo,0,263,756,34,Renta,Posgrado
BUENO,18199,Bajo,0,265,750,34,Hipoteca,Preparatoria
BUENO,25160,Bajo,0,276,705,34,Propia,Licenciatura
REGULAR,22419,Mínimo,0,288,767,34,Renta,Posgrado
MALO,19772,Alto,5,89,0,35,Hipoteca,Posgrado
MALO,26500,Alto,4,89,0,35,Renta,Preparatoria
MALO,24496,Alto,5,89,0,35,Renta,Preparatoria
MALO,23253,Alto,5,89,0,35,Propia,Preparatoria
MALO,18167,Alto,3,90,0,35,Hipoteca,Preparatoria
MALO,25066,Alto,2,90,0,35,Familiares,Posgrado
MALO,22678,Alto,2,90,0,35,Propia,Licenciatura
MALO,19645,Alto,1,90,0,35,Renta,Posgrado
MALO,26276,Alto,3,90,0,35,Renta,Posgrado
MALO,25015,Alto,3,90,0,35,Propia,Preparatoria
MALO,23104,Alto,2,90,0,35,Propia,Licenciatura
MALO,18013,Alto,3,90,0,35,Renta,Preparatoria
MALO,25597,Alto,2,90,0,35,Propia,Posgrado
MALO,22532,Alto,2,91,0,35,Propia,Posgrado
MALO,19479,Alto,2,91,0,35,Familiares,Licenciatura
MALO,26832,Alto,4,91,0,35,Hipoteca,Posgrado
MALO,24854,Alto,5,91,0,35,Renta,Posgrado
MALO,22908,Alto,3,92,0,35,Familiares,Licenciatura
MALO,18395,Alto,3,92,0,35,Hipoteca,Licenciatura
MALO,25432,Alto,4,92,0,35,Hipoteca,Licenciatura
MALO,22341,Alto,3,92,0,35,Renta,Preparatoria
MALO,19891,Alto,2,92,0,35,Propia,Preparatoria
MALO,26660,Alto,5,92,0,35,Familiares,Preparatoria
MALO,24644,Alto,3,92,0,35,Renta,Licenciatura
MALO,23393,Alto,3,92,0,35,Renta,Preparatoria
MALO,18276,Alto,2,92,0,35,Renta,Posgrado
MALO,25217,Alto,3,93,0,35,Propia,Posgrado
MALO,22814,Alto,3,93,0,35,Hipoteca,Preparatoria
MALO,19763,Alto,4,93,0,35,Renta,Posgrado
MALO,26434,Alto,5,94,0,35,Renta,Preparatoria
MALO,25166,Alto,4,94,0,35,Hipoteca,Preparatoria
MALO,23243,Alto,2,94,0,35,Propia,Licenciatura
MALO,18122,Alto,3,94,0,35,Propia,Posgrado
MALO,25751,Alto,4,94,0,35,Hipoteca,Preparatoria
MALO,22667,Alto,5,94,0,35,Familiares,Posgrado
MALO,19596,Alto,4,95,0,35,Propia,Preparatoria
MALO,26994,Alto,1,96,0,35,Hipoteca,Posgrado
MALO,25004,Alto,1,96,0,35,Familiares,Posgrado
MALO,23046,Alto,1,96,0,35,Hipoteca,Licenciatura
MALO,18505,Alto,3,96,0,35,Renta,Preparatoria
MALO,25585,Alto,4,96,0,35,Familiares,Licenciatura
MALO,22475,Alto,2,97,0,35,Propia,Preparatoria
MALO,20011,Alto,4,97,0,35,Hipoteca,Licenciatura
MALO,26820,Alto,4,97,0,35,Propia,Posgrado
MALO,24792,Alto,2,97,0,35,Familiares,Posgrado
MALO,23534,Alto,1,97,0,35,Renta,Posgrado
MALO,18386,Alto,3,97,0,35,Familiares,Preparatoria
MALO,25368,Alto,4,97,0,35,Renta,Licenciatura
MALO,22951,Alto,5,97,0,35,Familiares,Posgrado
MALO,19882,Alto,4,97,0,35,Familiares,Licenciatura
MALO,26593,Alto,5,98,0,35,Hipoteca,Posgrado
MALO,25317,Alto,2,98,0,35,Propia,Posgrado
MALO,23382,Alto,2,98,0,35,Propia,Licenciatura
MALO,18230,Alto,3,98,0,35,Hipoteca,Licenciatura
MALO,25906,Alto,2,98,0,35,Renta,Posgrado
MALO,22803,Alto,1,98,0,35,Renta,Posgrado
MALO,19714,Alto,1,98,0,35,Familiares,Posgrado
MALO,27156,Alto,3,98,0,35,Propia,Licenciatura
MALO,25154,Alto,4,98,0,35,Renta,Licenciatura
MALO,23184,Alto,1,99,0,35,Renta,Preparatoria
MALO,18617,Alto,5,99,0,35,Renta,Posgrado
MALO,25739,Alto,4,99,0,35,Propia,Posgrado
MALO,22610,Alto,4,99,0,35,Hipoteca,Posgrado
MALO,20131,Alto,2,100,0,35,Renta,Licenciatura
MALO,26981,Alto,2,100,0,35,Propia,Preparatoria
MALO,24941,Alto,0,100,0,35,Propia,Preparatoria
MALO,23675,Alto,2,100,0,35,Propia,Licenciatura
MALO,18497,Alto,2,101,0,35,Hipoteca,Posgrado
MALO,25521,Alto,1,101,0,35,Renta,Posgrado
MALO,23089,Alto,1,101,0,35,Familiares,Licenciatura
MALO,20002,Alto,0,101,0,35,Renta,Posgrado
MALO,26753,Alto,0,120,0,35,Familiares,Licenciatura
MALO,25469,Alto,1,125,0,35,Hipoteca,Posgrado
MALO,23523,Alto,0,134,0,35,Hipoteca,Posgrado
MALO,18340,Alto,0,142,0,35,Propia,Licenciatura
BUENO,26061,Bajo,1,170,735,35,Renta,Preparatoria
REGULAR,22940,Mínimo,0,173,782,35,Familiares,Licenciatura
REGULAR,19832,Alto,0,187,622,35,Hipoteca,Posgrado
BUENO,27319,Bajo,0,203,745,35,Propia,Licenciatura
BUENO,26557,Bajo,0,207,748,35,Propia,Licenciatura
BUENO,23266,Bajo,0,211,711,35,Hipoteca,Posgrado
BUENO,20596,Bajo,0,211,748,35,Renta,Posgrado
BUENO,27839,Bajo,0,215,736,35,Hipoteca,Posgrado
REGULAR,25664,Mínimo,0,215,786,35,Hipoteca,Posgrado
BUENO,24222,Bajo,0,216,739,35,Propia,Preparatoria
BUENO,19085,Bajo,0,218,723,35,Familiares,Licenciatura
REGULAR,26260,Bajo,0,218,727,35,Renta,Preparatoria
REGULAR,23622,Medio ,0,220,699,35,Hipoteca,Preparatoria
BUENO,20638,Bajo,0,221,750,35,Renta,Preparatoria
REGULAR,27528,Medio ,0,222,684,35,Renta,Licenciatura
BUENO,26057,Bajo,0,223,719,35,Renta,Posgrado
BUENO,24271,Mínimo,0,223,757,35,Hipoteca,Posgrado
REGULAR,18872,Mínimo,0,224,794,35,Familiares,Posgrado
REGULAR,26663,Bajo,0,225,711,35,Familiares,Preparatoria
BUENO,23670,Mínimo,0,228,766,35,Propia,Licenciatura
BUENO,20407,Bajo,0,234,733,35,Renta,Licenciatura
BUENO,27950,Bajo,0,234,740,35,Hipoteca,Licenciatura
BUENO,26110,Bajo,0,236,720,35,Hipoteca,Preparatoria
BUENO,24000,Bajo,0,237,710,35,Hipoteca,Licenciatura
BUENO,19161,Bajo,0,241,726,35,Familiares,Preparatoria
BUENO,26717,Bajo,0,244,723,35,Familiares,Licenciatura
BUENO,23406,Bajo,0,245,737,35,Propia,Preparatoria
BUENO,20720,Bajo,0,252,728,35,Hipoteca,Preparatoria
BUENO,28006,Mínimo,0,256,772,35,Renta,Posgrado
REGULAR,25818,Mínimo,0,256,784,35,Hipoteca,Posgrado
BUENO,24367,Bajo,0,271,723,35,Renta,Preparatoria
BUENO,19199,Mínimo,0,275,757,35,Renta,Preparatoria
MALO,26670,Alto,4,89,0,36,Hipoteca,Posgrado
MALO,23652,Alto,4,89,0,36,Propia,Posgrado
MALO,20761,Alto,4,89,0,36,Hipoteca,Preparatoria
MALO,28090,Alto,5,89,0,36,Hipoteca,Licenciatura
MALO,25844,Alto,5,89,0,36,Renta,Posgrado
MALO,24416,Alto,5,89,0,36,Hipoteca,Preparatoria
MALO,19257,Alto,4,89,0,36,Hipoteca,Posgrado
MALO,26445,Alto,4,90,0,36,Renta,Licenciatura
MALO,23812,Alto,1,90,0,36,Propia,Posgrado
MALO,20824,Alto,4,90,0,36,Familiares,Preparatoria
MALO,27721,Alto,3,90,0,36,Familiares,Licenciatura
MALO,26266,Alto,1,90,0,36,Familiares,Preparatoria
MALO,24490,Alto,1,90,0,36,Familiares,Preparatoria
MALO,19004,Alto,4,90,0,36,Renta,Posgrado
MALO,26877,Alto,2,90,0,36,Propia,Preparatoria
MALO,23884,Alto,2,90,0,36,Familiares,Preparatoria
MALO,20550,Alto,4,90,0,36,Familiares,Posgrado
MALO,28174,Alto,2,90,0,36,Familiares,Preparatoria
MALO,26345,Alto,5,90,0,36,Hipoteca,Preparatoria
MALO,24168,Alto,5,91,0,36,Propia,Licenciatura
MALO,19314,Alto,4,91,0,36,Propia,Preparatoria
MALO,26958,Alto,1,91,0,36,Renta,Licenciatura
MALO,23570,Alto,2,91,0,36,Propia,Licenciatura
MALO,20886,Alto,2,91,0,36,Familiares,Posgrado
MALO,28259,Alto,4,91,0,36,Hipoteca,Posgrado
MALO,25999,Alto,4,91,0,36,Renta,Licenciatura
MALO,24563,Alto,2,92,0,36,Renta,Posgrado
MALO,19373,Alto,2,92,0,36,Familiares,Licenciatura
MALO,26604,Alto,5,92,0,36,Renta,Posgrado
MALO,23955,Alto,3,93,0,36,Familiares,Licenciatura
MALO,20949,Alto,2,93,0,36,Propia,Preparatoria
MALO,27888,Alto,4,93,0,36,Propia,Preparatoria
MALO,26424,Alto,5,93,0,36,Hipoteca,Posgrado
MALO,24637,Alto,5,93,0,36,Familiares,Posgrado
MALO,19118,Alto,2,93,0,36,Propia,Posgrado
MALO,27038,Alto,5,94,0,36,Hipoteca,Posgrado
MALO,24027,Alto,5,94,0,36,Propia,Licenciatura
MALO,20674,Alto,3,95,0,36,Familiares,Preparatoria
MALO,28343,Alto,4,95,0,36,Propia,Preparatoria
MALO,26504,Alto,4,96,0,36,Propia,Licenciatura
MALO,24313,Alto,3,96,0,36,Renta,Posgrado
MALO,19431,Alto,2,96,0,36,Hipoteca,Secundaria
MALO,27120,Alto,3,97,0,36,Hipoteca,Preparatoria
MALO,23711,Alto,3,97,0,36,Familiares,Posgrado
MALO,21011,Alto,1,97,0,36,Propia,Licenciatura
MALO,28429,Alto,1,97,0,36,Hipoteca,Preparatoria
MALO,26155,Alto,2,97,0,36,Hipoteca,Preparatoria
MALO,24711,Alto,2,97,0,36,Hipoteca,Preparatoria
MALO,19489,Alto,4,97,0,36,Hipoteca,Posgrado
MALO,26764,Alto,5,97,0,36,Propia,Licenciatura
MALO,24099,Alto,5,98,0,36,Familiares,Preparatoria
MALO,21075,Alto,4,98,0,36,Propia,Licenciatura
MALO,28055,Alto,4,98,0,36,Familiares,Posgrado
MALO,26583,Alto,3,98,0,36,Propia,Posgrado
MALO,24785,Alto,2,98,0,36,Propia,Preparatoria
MALO,19233,Alto,3,98,0,36,Familiares,Posgrado
MALO,27201,Alto,1,98,0,36,Renta,Preparatoria
MALO,24172,Alto,2,98,0,36,Renta,Licenciatura
MALO,20798,Alto,2,98,0,36,Propia,Preparatoria
MALO,28514,Alto,3,98,0,36,Propia,Posgrado
MALO,26663,Alto,5,98,0,36,Familiares,Posgrado
MALO,24459,Alto,5,98,0,36,Propia,Licenciatura
MALO,19547,Alto,5,99,0,36,Familiares,Preparatoria
MALO,27283,Alto,4,99,0,36,Familiares,Preparatoria
MALO,23854,Alto,1,99,0,36,Propia,Licenciatura
MALO,21138,Alto,5,99,0,36,Propia,Preparatoria
MALO,28600,Alto,2,99,0,36,Propia,Licenciatura
MALO,26313,Alto,2,99,0,36,Familiares,Posgrado
MALO,24859,Alto,3,100,0,36,Familiares,Preparatoria
MALO,19606,Alto,3,100,0,36,Familiares,Licenciatura
MALO,26924,Alto,4,100,0,36,Propia,Posgrado
MALO,24244,Alto,3,100,0,36,Propia,Licenciatura
MALO,21202,Alto,1,100,0,36,Renta,Posgrado
MALO,28224,Alto,1,100,0,36,Familiares,Preparatoria
MALO,26743,Alto,3,100,0,36,Renta,Preparatoria
MALO,24934,Alto,2,101,0,36,Hipoteca,Posgrado
MALO,19349,Alto,3,101,0,36,Renta,Licenciatura
MALO,27364,Alto,3,101,0,36,Propia,Preparatoria
MALO,24317,Alto,0,101,0,36,Propia,Preparatoria
MALO,20923,Alto,0,101,0,36,Renta,Posgrado
MALO,28685,Alto,1,101,0,36,Hipoteca,Licenciatura
MALO,28151,Alto,1,110,0,36,Renta,Posgrado
MALO,24545,Alto,0,120,0,36,Renta,Licenciatura
MALO,21626,Alto,0,130,0,36,Renta,Preparatoria
MALO,29509,Alto,0,133,0,36,Hipoteca,Licenciatura
REGULAR,27075,Mínimo,0,173,790,36,Renta,Posgrado
BUENO,25433,Bajo,0,190,715,36,Hipoteca,Posgrado
REGULAR,20230,Mínimo,0,190,775,36,Propia,Posgrado
REGULAR,27705,Bajo,0,191,723,36,Renta,Preparatoria
BUENO,24803,Bajo,0,194,740,36,Propia,Preparatoria
BUENO,21876,Mínimo,0,195,755,36,Hipoteca,Posgrado
BUENO,29042,Bajo,0,196,738,36,Hipoteca,Preparatoria
REGULAR,27360,Mínimo,0,198,780,36,Hipoteca,Preparatoria
REGULAR,25727,Mínimo,0,199,785,36,Familiares,Posgrado
REGULAR,19909,Mínimo,0,203,771,36,Familiares,Licenciatura
REGULAR,27996,Medio ,0,212,690,36,Familiares,Licenciatura
REGULAR,25090,Medio ,0,213,690,36,Renta,Licenciatura
BUENO,21529,Bajo,0,213,746,36,Renta,Posgrado
BUENO,29347,Bajo,0,215,723,36,Renta,Preparatoria
BUENO,27676,Bajo,0,216,727,36,Propia,Preparatoria
BUENO,25320,Bajo,0,217,747,36,Hipoteca,Posgrado
BUENO,20119,Mínimo,0,217,757,36,Hipoteca,Preparatoria
BUENO,28320,Bajo,0,219,739,36,Renta,Licenciatura
REGULAR,24693,Bajo,0,220,706,36,Familiares,Licenciatura
BUENO,21756,Bajo,0,221,714,36,Familiares,Preparatoria
REGULAR,29687,Mínimo,0,221,789,36,Familiares,Licenciatura
BUENO,27238,Bajo,0,222,731,36,Propia,Posgrado
BUENO,25586,Bajo,0,225,731,36,Propia,Preparatoria
BUENO,20351,Bajo,0,226,744,36,Familiares,Preparatoria
BUENO,28137,Mínimo,0,226,762,36,Propia,Licenciatura
BUENO,24835,Bajo,0,227,718,36,Propia,Posgrado
BUENO,22007,Mínimo,0,228,763,36,Propia,Posgrado
BUENO,29635,Bajo,0,229,713,36,Familiares,Posgrado
BUENO,27136,Bajo,0,231,722,36,Hipoteca,Preparatoria
BUENO,25881,Mínimo,0,233,766,36,Familiares,Preparatoria
BUENO,20316,Mínimo,0,237,752,36,Propia,Posgrado
BUENO,27767,Mínimo,0,238,766,36,Propia,Licenciatura
REGULAR,25240,Mínimo,0,243,788,36,Renta,Licenciatura
BUENO,21969,Bajo,0,244,725,36,Hipoteca,Posgrado
REGULAR,29107,Bajo,0,244,727,36,Hipoteca,Licenciatura
BUENO,27842,Mínimo,0,245,779,36,Familiares,Preparatoria
REGULAR,25837,Mínimo,0,246,792,36,Hipoteca,Posgrado
BUENO,19954,Bajo,0,248,702,36,Propia,Licenciatura
BUENO,28489,Bajo,0,270,703,36,Renta,Posgrado
REGULAR,25197,Bajo,0,271,741,36,Familiares,Preparatoria
MALO,21783,Alto,4,89,0,37,Hipoteca,Licenciatura
MALO,29723,Alto,5,89,0,37,Hipoteca,Licenciatura
MALO,27663,Alto,5,89,0,37,Propia,Posgrado
MALO,25618,Alto,4,89,0,37,Familiares,Posgrado
MALO,20377,Alto,3,90,0,37,Hipoteca,Licenciatura
MALO,28306,Alto,2,90,0,37,Familiares,Preparatoria
MALO,24984,Alto,3,90,0,37,Familiares,Posgrado
MALO,22035,Alto,4,90,0,37,Renta,Posgrado
MALO,29672,Alto,1,90,0,37,Renta,Posgrado
MALO,27559,Alto,1,90,0,37,Familiares,Licenciatura
MALO,25914,Alto,2,90,0,37,Familiares,Posgrado
MALO,20341,Alto,3,90,0,37,Hipoteca,Licenciatura
MALO,28200,Alto,2,91,0,37,Propia,Licenciatura
MALO,25272,Alto,3,91,0,37,Hipoteca,Posgrado
MALO,21996,Alto,3,91,0,37,Propia,Posgrado
MALO,29561,Alto,3,91,0,37,Hipoteca,Posgrado
MALO,27877,Alto,2,91,0,37,Propia,Preparatoria
MALO,25869,Alto,4,91,0,37,Hipoteca,Licenciatura
MALO,20265,Alto,5,92,0,37,Familiares,Posgrado
MALO,28525,Alto,1,92,0,37,Hipoteca,Licenciatura
MALO,25229,Alto,3,92,0,37,Hipoteca,Posgrado
MALO,21914,Alto,5,92,0,37,Propia,Preparatoria
MALO,29902,Alto,4,92,0,37,Hipoteca,Posgrado
MALO,27829,Alto,3,92,0,37,Familiares,Licenciatura
MALO,25772,Alto,3,93,0,37,Familiares,Preparatoria
MALO,20499,Alto,2,93,0,37,Familiares,Licenciatura
MALO,28476,Alto,3,93,0,37,Propia,Preparatoria
MALO,25134,Alto,4,93,0,37,Renta,Preparatoria
MALO,22167,Alto,4,94,0,37,Renta,Licenciatura
MALO,29850,Alto,5,94,0,37,Propia,Preparatoria
MALO,27725,Alto,1,94,0,37,Propia,Licenciatura
MALO,26070,Alto,3,94,0,37,Familiares,Licenciatura
MALO,20464,Alto,1,94,0,37,Hipoteca,Posgrado
MALO,28369,Alto,5,94,0,37,Hipoteca,Preparatoria
MALO,25424,Alto,2,95,0,37,Familiares,Preparatoria
MALO,22129,Alto,3,95,0,37,Hipoteca,Preparatoria
MALO,29739,Alto,2,95,0,37,Hipoteca,Preparatoria
MALO,28045,Alto,3,95,0,37,Renta,Preparatoria
MALO,26025,Alto,3,95,0,37,Renta,Posgrado
MALO,20387,Alto,3,95,0,37,Propia,Licenciatura
MALO,28697,Alto,4,95,0,37,Propia,Licenciatura
MALO,25380,Alto,3,95,0,37,Renta,Licenciatura
MALO,22046,Alto,2,96,0,37,Renta,Posgrado
MALO,30082,Alto,3,96,0,37,Hipoteca,Posgrado
MALO,27996,Alto,2,96,0,37,Hipoteca,Posgrado
MALO,25927,Alto,1,96,0,37,Propia,Posgrado
MALO,20622,Alto,5,96,0,37,Propia,Licenciatura
MALO,28647,Alto,4,96,0,37,Propia,Preparatoria
MALO,25285,Alto,1,97,0,37,Familiares,Posgrado
MALO,22300,Alto,2,97,0,37,Renta,Posgrado
MALO,30030,Alto,2,97,0,37,Familiares,Posgrado
MALO,27891,Alto,3,97,0,37,Hipoteca,Preparatoria
MALO,26226,Alto,3,97,0,37,Propia,Licenciatura
MALO,20587,Alto,4,97,0,37,Hipoteca,Posgrado
MALO,28540,Alto,1,98,0,37,Renta,Posgrado
MALO,25577,Alto,3,98,0,37,Renta,Licenciatura
MALO,22262,Alto,1,98,0,37,Familiares,Preparatoria
MALO,29917,Alto,1,98,0,37,Renta,Preparatoria
MALO,28213,Alto,3,98,0,37,Familiares,Licenciatura
MALO,26181,Alto,4,98,0,37,Propia,Licenciatura
MALO,20510,Alto,4,99,0,37,Familiares,Preparatoria
MALO,28869,Alto,1,99,0,37,Propia,Posgrado
MALO,25533,Alto,2,99,0,37,Hipoteca,Preparatoria
MALO,22178,Alto,4,99,0,37,Familiares,Licenciatura
MALO,30263,Alto,5,99,0,37,Hipoteca,Licenciatura
MALO,29558,Alto,3,99,0,37,Hipoteca,Posgrado
MALO,26018,Alto,2,99,0,37,Renta,Preparatoria
MALO,22815,Alto,3,100,0,37,Renta,Posgrado
MALO,30985,Alto,2,100,0,37,Propia,Posgrado
MALO,28700,Alto,4,100,0,37,Familiares,Posgrado
MALO,26832,Alto,3,100,0,37,Hipoteca,Posgrado
MALO,21241,Alto,3,100,0,37,Renta,Licenciatura
MALO,29367,Alto,0,100,0,37,Renta,Licenciatura
MALO,26167,Alto,0,100,0,37,Renta,Preparatoria
MALO,22970,Alto,2,101,0,37,Propia,Preparatoria
MALO,30784,Alto,4,101,0,37,Propia,Posgrado
MALO,28865,Alto,0,101,0,37,Familiares,Secundaria
MALO,27013,Alto,0,101,0,37,Familiares,Licenciatura
MALO,21104,Alto,0,101,0,37,Propia,Preparatoria
MALO,29536,Alto,2,101,0,37,Propia,Licenciatura
MALO,26345,Alto,0,101,0,37,Renta,Preparatoria
MALO,22821,Alto,0,134,0,37,Propia,Preparatoria
BUENO,30961,Mínimo,3,159,755,37,Propia,Preparatoria
REGULAR,29060,Mínimo,0,169,787,37,Propia,Licenciatura
BUENO,26839,Bajo,1,184,712,37,Hipoteca,Preparatoria
BUENO,21225,Bajo,0,188,721,37,Hipoteca,Posgrado
