STATUS_SOLICITUD,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,SUMA_SALDOS_TOTAL,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
Aprobada,Aprobado,BUENO,9899,19144,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,11800,Bajo,1.04,0,231,707,1,2969,250,0,30,Familiares,Secundaria
Aprobada,Aprobado,BUENO,34000,15099,RECIBOS DE NOMINA,CLIENTE_BANCO,35000,Bajo,0.65,0,234,740,1,3678,440,154758,30,Familiares,Licenciatura
Aprobada,Aprobado,BUENO,1999,21032,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Mínimo,0.58,0,237,762,0,0,0,1696,30,Propia,Licenciatura
Aprobada,Aprobado,BUENO,20001,18670,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,8000,Bajo,0.76,0,239,733,1,1063,250,0,30,Hipoteca,Posgrado
Aprobada,Aprobado,BUENO,81000,16327,RECIBOS DE NOMINA,CLIENTE_BANCO,62000,Mínimo,0.42,0,239,779,0,0,0,0,30,Propia,Posgrado
Aprobada,Aprobado,REGULAR,687000,22047,PAGOS PROV SEMESTRALES PFAE,NO_CLIENTE,0,Mínimo,0.4,0,242,780,0,0,0,0,30,Familiares,Preparatoria
Aprobada,Aprobado,REGULAR,9899,20595,RECIBOS DE NOMINA,CLIENTE_BANCO,25000,Bajo,0.3,0,246,711,1,15796,320,2,30,Renta,Preparatoria
Aprobada,Aprobado,REGULAR,49999,19202,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,69500,Bajo,0.33,0,246,750,0,1591,0,49506,30,Renta,Licenciatura
Aprobada,Aprobado,BUENO,31999,15114,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.43,0,246,777,0,0,0,0,30,Propia,Preparatoria
Aprobada,Aprobado,BUENO,1999,21074,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Bajo,0.97,0,252,703,0,0,0,0,30,Renta,Posgrado
Aprobada,Aprobado,REGULAR,9899,18726,RECIBOS DE NOMINA,CLIENTE_BANCO,13000,Mínimo,0.15,0,257,805,0,0,0,0,30,Hipoteca,Licenciatura
Aprobada,Aprobado,BUENO,49999,16344,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,17000,Mínimo,0.7,0,259,757,0,0,0,0,30,Propia,Licenciatura
Aprobada,Aprobado,REGULAR,49999,22091,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.26,0,261,794,0,0,0,0,30,Propia,Preparatoria
Cancelada,Rechazado,MALO,0,20657,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,89,0,0,151248,2460,99279,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,19221,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,89,0,0,0,0,0,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,15144,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,89,0,0,0,0,0,31,Renta,Posgrado
Rechazada,Rechazado,MALO,0,21137,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,31,Propia,Secundaria
Rechazada,Rechazado,MALO,0,18745,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,8000,Alto,0.0,4,89,0,2,5412,920,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,16376,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,18700,Alto,0.0,5,89,0,0,18065,0,0,31,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,22157,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,31,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,20677,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,52500,Alto,0.0,4,89,0,0,38411,0,0,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,19259,RECIBOS DE NOMINA,NO_CLIENTE,10000,Alto,0.0,5,89,0,0,0,0,0,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,15190,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Alto,0.0,4,89,0,0,11336,20,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,21158,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,90,0,0,0,0,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,18783,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,90,0,0,0,0,0,31,Hipoteca,Preparatoria
Rechazada,Rechazado,MALO,0,16425,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,90,0,0,0,0,0,31,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,22179,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,90,0,0,0,0,0,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,20719,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,90,0,0,0,0,0,31,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,19317,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,90,0,0,0,0,0,31,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,15205,RECIBOS DE NOMINA,NO_CLIENTE,10000,Alto,0.0,3,90,0,1,5346,460,0,31,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,21200,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,90,0,0,0,0,0,31,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,18839,PAGOS PROV SEMESTRALES PF,NO_CLIENTE,0,Alto,0.0,2,91,0,0,0,0,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,16442,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,91,0,1,857,348,0,31,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,22224,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,91,0,0,0,0,0,31,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,20781,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,91,0,0,14326,0,136383,31,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,19337,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,91,0,0,0,0,0,31,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,15235,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,91,0,0,0,0,0,31,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,21264,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,91,0,0,0,0,46788,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,18858,RECIBOS DE NOMINA,NO_CLIENTE,3000,Alto,0.0,5,91,0,1,2336,250,0,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,16475,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,92,0,2,1874,500,0,31,Propia,Posgrado
Rechazada,Rechazado,MALO,0,22290,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,92,0,0,0,0,0,31,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,20802,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,6000,Alto,0.0,1,92,0,7,21120,8130,0,31,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,19375,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,92,0,0,0,0,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,15281,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,93,0,1,6052,400,0,31,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,21285,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,93,0,0,0,0,0,31,Propia,Posgrado
Rechazada,Rechazado,MALO,0,18896,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,93,0,0,0,0,0,31,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,16524,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,50000,Alto,0.0,3,93,0,1,49706,1570,0,31,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,22313,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,93,0,0,0,0,0,31,Propia,Posgrado
Rechazada,Rechazado,MALO,0,20843,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,94,0,0,0,0,0,31,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,19433,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,94,0,0,0,0,2412,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,15296,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,94,0,0,0,0,0,31,Renta,Preparatoria
Cancelada,Rechazado,MALO,0,21328,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,95,0,1,51434,620,33860,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,18952,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,95,0,0,3355,0,0,31,Propia,Posgrado
Rechazada,Rechazado,MALO,0,16541,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,95,0,0,0,0,0,31,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,22357,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,95,0,1,1562,250,0,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,20906,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,95,0,0,0,0,0,31,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,19453,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,95,0,0,0,0,0,31,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,15327,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,95,0,0,0,0,0,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,21392,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,96,0,0,520,0,0,31,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,18971,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,96,0,0,0,0,0,31,Familiares,Secundaria
Rechazada,Rechazado,MALO,0,16574,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,96,0,1,6129,390,20993,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,22424,RECIBOS DE NOMINA,NO_CLIENTE,9800,Alto,0.0,2,96,0,1,6205,250,0,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,20927,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,97,0,0,0,0,0,31,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,19492,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,97,0,1,4512,410,0,31,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,15373,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,97,0,0,0,0,0,31,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,21413,RECIBOS DE NOMINA,NO_CLIENTE,13000,Alto,0.0,2,97,0,0,1307,0,0,31,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,19009,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,97,0,0,0,0,0,31,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,16624,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,98,0,0,0,0,28314,31,Renta,Posgrado
Rechazada,Rechazado,MALO,0,22447,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,98,0,0,0,0,0,31,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,20968,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,99,0,0,0,0,0,31,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,19550,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,99,0,0,0,0,0,31,Renta,Posgrado
Rechazada,Rechazado,MALO,0,15388,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,99,0,0,0,0,73516,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,21456,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,100,0,0,0,0,0,31,Propia,Posgrado
Rechazada,Rechazado,MALO,0,19066,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,100,0,0,0,0,0,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,16640,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,101,0,0,0,0,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,22492,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,101,0,0,0,0,0,31,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,21031,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,101,0,1,3840,630,0,31,Propia,Posgrado
Rechazada,Rechazado,MALO,0,19570,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,101,0,0,0,0,0,31,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,15419,CTA NOMINA DIGITAL,NO_CLIENTE,0,Alto,0.0,0,101,0,0,0,0,0,31,Propia,Posgrado
Pendiente,Pre-Aprobado,MALO,1,21520,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,124,0,0,0,0,0,31,Propia,Licenciatura
Pendiente,Pre-Aprobado,MALO,1,19085,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,0,125,0,0,0,0,0,31,Propia,Posgrado
Pendiente,Pre-Aprobado,MALO,1,16673,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,130,0,0,0,0,0,31,Hipoteca,Preparatoria
Pendiente,Pre-Aprobado,MALO,1,22559,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,0,134,0,0,0,0,0,31,Propia,Posgrado
Pendiente,Pre-Aprobado,MALO,1,21052,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,143,0,0,0,0,0,31,Propia,Licenciatura
Aprobada,Aprobado,REGULAR,3500,19609,PAGOS PROV SEMESTRALES PF,CLIENTE_BANCO,0,Mínimo,0.4,0,170,770,0,0,0,0,31,Propia,Licenciatura
Aprobada,Aprobado,REGULAR,8300,15465,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.32,0,177,778,0,0,0,0,31,Hipoteca,Licenciatura
Aprobada,Aprobado,BUENO,10099,21542,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Bajo,1.02,0,198,718,0,0,0,55120,31,Hipoteca,Licenciatura
Aprobada,Aprobado,REGULAR,9899,19123,PAGOS PROV SEMESTRALES PF,CLIENTE_BANCO,77500,Medio ,1.01,0,204,695,0,68455,0,0,31,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,9899,16723,RECIBOS DE NOMINA,CLIENTE_BANCO,9100,Bajo,0.17,0,208,723,1,2614,250,0,31,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,1999,22582,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,8304,Medio ,1.04,0,210,692,1,6198,360,0,31,Propia,Preparatoria
Aprobada,Aprobado,BUENO,2999,21094,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Bajo,0.95,0,211,705,0,0,0,0,31,Hipoteca,Licenciatura
Aprobada,Aprobado,BUENO,41999,19668,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Bajo,0.75,0,212,735,0,0,0,0,31,Hipoteca,Posgrado
Aprobada,Aprobado,BUENO,9999,15481,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Bajo,0.84,0,213,716,0,0,0,0,31,Familiares,Preparatoria
Aprobada,Aprobado,BUENO,9899,21585,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Bajo,0.96,0,214,724,0,0,0,0,31,Renta,Posgrado
Aprobada,Aprobado,BUENO,54000,19181,RECIBOS DE NOMINA,CLIENTE_BANCO,5004,Bajo,0.45,0,217,723,1,790,250,0,31,Propia,Posgrado
Aprobada,Aprobado,BUENO,47000,16740,RECIBOS DE NOMINA,NO_CLIENTE,0,Bajo,1.03,0,218,717,0,0,0,0,31,Propia,Preparatoria
Aprobada,Aprobado,BUENO,8500,22627,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Bajo,0.69,0,218,741,0,0,0,0,31,Familiares,Preparatoria
Aprobada,Aprobado,REGULAR,8200,21158,RECIBOS DE NOMINA,CLIENTE_BANCO,12000,Medio ,1.14,0,220,660,0,0,0,0,31,Hipoteca,Posgrado
Aprobada,Aprobado,REGULAR,14600,19687,RECIBOS DE NOMINA,NO_CLIENTE,0,Medio ,1.13,0,221,687,0,0,0,0,31,Renta,Licenciatura
Aprobada,Aprobado,REGULAR,125000,15512,RECIBOS DE NOMINA,CLIENTE_BANCO,13500,Bajo,0.36,0,227,723,1,1100,192,0,31,Propia,Preparatoria
Aprobada,Aprobado,BUENO,3900,21650,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.57,0,227,763,0,0,0,2313,31,Familiares,Posgrado
Aprobada,Aprobado,BUENO,2999,19200,RECIBOS DE NOMINA,CLIENTE_BANCO,11700,Bajo,1.05,0,228,740,1,10795,410,0,31,Propia,Posgrado
Aprobada,Aprobado,BUENO,1999,16774,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Bajo,0.54,0,228,746,0,0,0,18751,31,Familiares,Licenciatura
Aprobada,Aprobado,REGULAR,45999,22695,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Medio ,1.01,0,229,699,0,0,0,0,31,Familiares,Licenciatura
Aprobada,Aprobado,BUENO,9899,21179,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,28000,Bajo,0.75,0,230,723,1,9909,580,0,31,Hipoteca,Posgrado
Aprobada,Aprobado,REGULAR,51000,19727,RECIBOS DE NOMINA,NO_CLIENTE,0,Mínimo,0.28,0,230,782,0,0,0,0,31,Renta,Licenciatura
Aprobada,Aprobado,REGULAR,49999,15558,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,66000,Bajo,0.35,0,235,714,1,7086,830,0,31,Propia,Licenciatura
Aprobada,Aprobado,BUENO,9899,21671,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Bajo,0.68,0,237,742,0,0,0,402292,31,Hipoteca,Preparatoria
Aprobada,Aprobado,BUENO,49999,19238,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,50000,Bajo,1.14,0,239,720,1,6008,630,0,31,Renta,Posgrado
Aprobada,Aprobado,BUENO,44999,16824,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,10000,Mínimo,1.12,0,242,762,0,0,0,7605,31,Familiares,Licenciatura
Aprobada,Aprobado,BUENO,45999,22717,RECIBOS DE NOMINA,CLIENTE_BANCO,33500,Bajo,0.96,0,244,737,1,7267,420,0,31,Propia,Licenciatura
Aprobada,Aprobado,BUENO,9999,21221,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Mínimo,0.57,0,246,753,0,0,0,0,31,Renta,Preparatoria
Aprobada,Aprobado,BUENO,68000,19786,RECIBOS DE NOMINA,CLIENTE_BANCO,5000,Bajo,0.95,0,248,740,0,2213,0,0,31,Propia,Preparatoria
Aprobada,Aprobado,REGULAR,56000,15574,RECIBOS DE NOMINA,CLIENTE_BANCO,61000,Mínimo,0.17,0,253,753,0,0,0,0,31,Familiares,Licenciatura
Aprobada,Aprobado,BUENO,39999,21715,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,28000,Mínimo,1.0,0,253,754,0,2710,0,15878,31,Hipoteca,Preparatoria
Aprobada,Aprobado,BUENO,28000,19296,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Bajo,0.85,0,254,740,1,11366,1577,37342,31,Hipoteca,Posgrado
Aprobada,Aprobado,REGULAR,49999,16841,PROPIEDAD ACTIVO FIJO,CLIENTE_BANCO,0,Mínimo,0.32,0,265,788,0,0,0,0,31,Renta,Posgrado
Aprobada,Aprobado,REGULAR,1999,22763,RECIBOS DE NOMINA,CLIENTE_BANCO,0,Mínimo,0.39,0,276,771,0,0,0,0,31,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,21285,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,19806,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,32,Propia,Posgrado
Rechazada,Rechazado,MALO,0,15605,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,32,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,21780,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,89,0,0,0,0,0,32,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,19315,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,90,0,0,0,0,11858,32,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,16874,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,90,0,2,5459,800,0,32,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,22831,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,90,0,0,0,0,0,32,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,21306,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,90,0,0,0,0,0,32,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,19845,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,90,0,0,0,0,0,32,Hipoteca,Posgrado
Rechazada,Rechazado,MALO,0,15652,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,91,0,0,0,0,0,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,21802,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,91,0,0,0,0,0,32,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,19354,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,73500,Alto,0.0,3,91,0,1,9638,920,0,32,Propia,Posgrado
Rechazada,Rechazado,MALO,0,16925,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,91,0,0,0,0,0,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,22854,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,5000,Alto,0.0,4,91,0,0,1743,0,0,32,Propia,Licenciatura
Rechazada,Rechazado,MALO,0,21349,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,92,0,0,0,0,0,32,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,19905,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,92,0,0,9244,0,0,32,Propia,Posgrado
Rechazada,Rechazado,MALO,0,15667,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,8500,Alto,0.0,2,92,0,1,8537,530,5253,32,Hipoteca,Licenciatura
Rechazada,Rechazado,MALO,0,21845,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,45300,Alto,0.0,1,92,0,0,41224,0,122217,32,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,19412,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,93,0,0,0,0,0,32,Hipoteca,Preparatoria
Rechazada,Rechazado,MALO,0,16942,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,93,0,1,5295,360,2,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,22900,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,93,0,0,0,0,0,32,Familiares,Preparatoria
Rechazada,Rechazado,MALO,0,21413,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,93,0,0,0,0,0,32,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,19925,INVERSIONES,NO_CLIENTE,0,Alto,0.0,5,93,0,0,0,0,0,32,Hipoteca,Preparatoria
Rechazada,Rechazado,MALO,0,15699,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,94,0,0,0,0,0,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,21911,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,94,0,0,0,0,0,32,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,19431,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,5,94,0,1,26251,1420,67952,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,16976,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,94,0,1,13003,1000,44988,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,22968,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,94,0,0,0,0,21476,32,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,21434,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,1,94,0,0,0,0,0,32,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,19965,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,2,94,0,0,0,0,0,32,Renta,Preparatoria
Rechazada,Rechazado,MALO,0,15746,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,167700,Alto,0.0,2,94,0,1,91723,1930,107631,32,Propia,Posgrado
Rechazada,Rechazado,MALO,0,21933,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,94,0,0,0,0,0,32,Familiares,Licenciatura
Rechazada,Rechazado,MALO,0,19470,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,95,0,0,0,0,0,32,Renta,Posgrado
Rechazada,Rechazado,MALO,0,17027,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,3,95,0,0,0,0,0,32,Renta,Posgrado
Rechazada,Rechazado,MALO,0,22991,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,3,95,0,0,0,0,0,32,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,21477,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,4,95,0,0,0,0,0,32,Familiares,Posgrado
Rechazada,Rechazado,MALO,0,20024,RECIBOS DE NOMINA,NO_CLIENTE,0,Alto,0.0,5,95,0,0,0,0,0,32,Propia,Preparatoria
Rechazada,Rechazado,MALO,0,15761,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,4,95,0,0,0,0,0,32,Renta,Licenciatura
Rechazada,Rechazado,MALO,0,21977,PROPIEDAD ACTIVO FIJO,NO_CLIENTE,0,Alto,0.0,2,95,0,0,0,0,18042,32,Propia,Licenciatura
